17621	-0.036037	0.0240751	0	0	-0.00220362	-0.500812	0	0	0	0	196.707	0.00716281	0.00707052	0	0	0.265289	0.261871	0	1.51855	0.0314331
17622	-0.0360107	0.024019	0.00525633	-0.0112153	0.00999331	-0.501524	0	0	-0.00220362	-0.500812	196.724	0.00691751	0.00733606	0	0	0.256204	0.271706	0	1.52008	0.0189209
17623	-0.0359845	0.0240003	0.00525634	-0.00373848	0.0215032	-0.505245	0	0	0.00999331	-0.501524	196.784	0.00672936	0.00762997	0	0	0.249235	0.282592	0	1.51276	0.0268555
17624	-0.0359582	0.0239817	0.00525635	-0.0037385	0.0332326	-0.510512	0	0	0.0215032	-0.505245	196.75	0.00655858	0.00795045	0	0	0.24291	0.294461	0	1.52496	0.012207
17625	-0.0359582	0.0239817	0	0	0.0479425	-0.517888	0	0	0.0332326	-0.510512	196.776	0.00635534	0.0083633	0	0	0.235383	0.309752	0	1.51703	0.0216675
17626	-0.0359319	0.023963	0.00525636	-0.00373852	0.0604691	-0.523701	0	0	0.0479425	-0.517888	196.767	0.00617562	0.00870824	0	0	0.228727	0.322528	0	1.5213	0.0183105
17627	-0.0359319	0.023963	0	0	0.0750396	-0.530962	0	0	0.0604691	-0.523701	196.767	0.00597368	0.00911655	0	0	0.221247	0.33765	0	1.51947	0.0170898
17628	-0.0359319	0.023963	0	0	0.0902861	-0.5387	0	0	0.0750396	-0.530962	196.759	0.00576434	0.00954578	0	0	0.213494	0.353548	0	1.52039	0.0216675
17629	-0.0359056	0.0239443	0.00525637	-0.00373854	0.102484	-0.544265	0	0	0.0902861	-0.5387	196.776	0.00558799	0.00988031	0	0	0.206962	0.365938	0	1.52008	0.0180054
17630	-0.0359056	0.0239443	0	0	0.116816	-0.551346	0	0	0.102484	-0.544265	196.75	0.00538848	0.0102811	0	0	0.199573	0.38078	0	1.51825	0.0161743
17631	-0.0358793	0.0239256	0.00525638	-0.00373856	0.129068	-0.556946	0	0	0.116816	-0.551346	196.81	0.00521148	0.0106172	0	0	0.193018	0.39323	0	1.51855	0.0177002
17632	-0.0358793	0.0239256	0	0	0.143439	-0.564051	0	0	0.129068	-0.556946	196.759	0.0050115	0.0110191	0	0	0.185611	0.408116	0	1.52771	0.0180054
17633	-0.0358531	0.0239443	0.00525639	0.00373856	0.155719	-0.573682	0	0	0.143439	-0.564051	196.759	0.00489119	0.0114131	0	0	0.181155	0.422709	0	1.52618	0.0305176
17634	-0.0358268	0.0239256	0.0052564	-0.00373856	0.16729	-0.579537	0	0	0.155719	-0.573682	196.759	0.00473208	0.0117387	0	0	0.175262	0.434765	0	1.51672	0.0131226
17635	-0.0358268	0.0239256	0	0	0.181884	-0.586316	0	0	0.16729	-0.579537	196.767	0.00452279	0.0121406	0	0	0.167511	0.449653	0	1.521	0.0180054
17636	-0.0358005	0.0239443	0.00525641	0.00373856	0.194327	-0.59571	0	0	0.181884	-0.586316	196.81	0.00439572	0.0125347	0	0	0.162804	0.464248	0	1.521	0.0244141
17637	-0.0357479	0.0239443	0.0105129	0	0.203194	-0.6034	0	0	0.194327	-0.59571	196.75	0.00431929	0.0128297	0	0	0.159974	0.475172	0	1.51764	0.0125122
17638	-0.0356954	0.0239817	0.0105129	0.00747706	0.21171	-0.614439	0	0	0.203194	-0.6034	196.818	0.00429782	0.0131649	0	0	0.159179	0.487587	0	1.52161	0.0201416
17639	-0.0356691	0.0240003	0.00525646	0.0037385	0.223511	-0.624243	0	0	0.21171	-0.614439	196.784	0.00419003	0.0135513	0	0	0.155186	0.5019	0	1.51886	0.0146484
